768203701;41.00059;-8.643653;-0.1508602;0.7155953
768203711;41.00148;-8.643878;-0.1508641;0.7156107
768203721;41.00034;-8.645529;-0.1508929;0.7155908
769290260;40.99465;-8.642105;-0.1508332;0.7154916
769290298;40.99513;-8.642236;-0.1508355;0.7155
441803340;41.00398;-8.643974;-0.1508658;0.7156544
441803456;41.00311;-8.641484;-0.1508224;0.7156392
441803516;41.00306;-8.646102;-0.1509029;0.7156385
441803525;41.00068;-8.64622;-0.150905;0.7155968
443813084;41.0031;-8.642379;-0.150838;0.7156391
443817603;41.00398;-8.644557;-0.150876;0.7156544
443817621;41.00398;-8.643059;-0.1508498;0.7156544
768203707;41.00073;-8.645533;-0.150893;0.7155977
768226332;41.00309;-8.644567;-0.1508761;0.7156389
443813212;41.00238;-8.636704;-0.1507389;0.7156265
263876817;40.9971;-8.618098;-0.1504142;0.7155344
263876790;41.00903;-8.620048;-0.1504482;0.7157426
263908729;40.99148;-8.614846;-0.1503574;0.7154363
277299746;41.01074;-8.620704;-0.1504597;0.7157725
277299750;41.0102;-8.620697;-0.1504595;0.715763
277299751;41.01;-8.620798;-0.1504613;0.7157596
277299752;41.0097;-8.62098;-0.1504645;0.7157544
277299753;41.00945;-8.62113;-0.1504671;0.71575
277299755;41.00932;-8.621203;-0.1504684;0.7157477
277299756;41.0092;-8.621224;-0.1504688;0.7157456
277299757;41.00887;-8.621219;-0.1504686;0.7157398
277299890;41.00951;-8.620354;-0.1504536;0.715751
277299891;41.00946;-8.620259;-0.1504519;0.7157501
277300017;41.01003;-8.619753;-0.1504431;0.71576
277300532;41.00837;-8.613092;-0.1503268;0.715731
277300699;41.00729;-8.618749;-0.1504255;0.7157122
277300695;41.00752;-8.619229;-0.1504339;0.7157163
277300696;41.00741;-8.619151;-0.1504326;0.7157143
277300694;41.00811;-8.6195;-0.1504387;0.7157265
277300525;41.00843;-8.624632;-0.1505282;0.715732
441805519;40.9953;-8.633106;-0.1506761;0.715503
441805520;40.99601;-8.633834;-0.1506888;0.7155154
441805517;40.99329;-8.631166;-0.1506423;0.7154679
441805521;40.99694;-8.63486;-0.1507067;0.7155316
441805518;40.99441;-8.632216;-0.1506606;0.7154874
441805503;41.00094;-8.638086;-0.150763;0.7156014
441805505;40.99988;-8.637572;-0.1507541;0.7155829
441805523;40.99864;-8.636478;-0.150735;0.7155612
441802957;41.01152;-8.634542;-0.1507012;0.7157861
441802977;41.0111;-8.634294;-0.1506968;0.7157788
441803004;41.013;-8.639812;-0.1507932;0.715812
441803097;41.01002;-8.643026;-0.1508493;0.7157598
441803130;41.0127;-8.6351;-0.1507109;0.7158067
441803426;41.01409;-8.641598;-0.1508243;0.7158309
441803539;40.99817;-8.645975;-0.1509007;0.7155531
441803547;40.99657;-8.645854;-0.1508986;0.7155251
441803349;41.00112;-8.642416;-0.1508386;0.7156045
441803460;41.00121;-8.641529;-0.1508231;0.715606
441803549;40.99602;-8.645752;-0.1508968;0.7155156
441803316;41.013;-8.640744;-0.1508094;0.7158119
441803390;41.01369;-8.641607;-0.1508245;0.7158239
441803356;41.00065;-8.642426;-0.1508388;0.7155964
441803304;41.01305;-8.639054;-0.1507799;0.7158127
441803554;40.99497;-8.645486;-0.1508922;0.7154972
441803596;41.00911;-8.645286;-0.1508887;0.715744
441803624;41.01055;-8.634167;-0.1506946;0.7157691
441803545;40.99748;-8.645789;-0.1508975;0.7155411
441819734;41.01143;-8.628423;-0.1505944;0.7157845
441803023;41.00397;-8.639933;-0.1507953;0.7156543
443803689;41.01214;-8.632668;-0.1506685;0.7157969
443803690;41.01151;-8.632127;-0.150659;0.7157859
443803695;41.00774;-8.626436;-0.1505597;0.7157202
443803696;41.00732;-8.625664;-0.1505462;0.7157127
443803697;41.0071;-8.625054;-0.1505356;0.715709
443803712;40.9932;-8.625938;-0.150551;0.7154663
443803681;40.9966;-8.634477;-0.1507;0.7155256
443803685;41.00713;-8.631064;-0.1506405;0.7157094
443803680;41.00843;-8.632438;-0.1506645;0.7157322
443803761;40.99707;-8.634475;-0.1507;0.7155339
443803762;40.99733;-8.634397;-0.1506986;0.7155383
443808161;40.99733;-8.634308;-0.1506971;0.7155384
443809283;41.00698;-8.633041;-0.150675;0.7157068
443813155;41.00113;-8.636333;-0.1507325;0.7156047
443813185;41.00042;-8.642239;-0.1508355;0.7155924
443817765;41.00832;-8.634431;-0.1506992;0.7157301
506859153;41.00603;-8.630483;-0.1506303;0.7156903
506859154;41.00579;-8.63044;-0.1506296;0.7156861
506859155;41.00451;-8.630363;-0.1506282;0.7156637
506859471;41.00623;-8.630483;-0.1506303;0.7156937
506859484;41.00659;-8.630088;-0.1506234;0.7157
506859472;41.00682;-8.630486;-0.1506304;0.715704
263876676;41.0225;-8.623819;-0.150514;0.7159777
263876673;41.0239;-8.624635;-0.1505283;0.716002
263876667;41.02631;-8.62512;-0.1505367;0.7160441
263876669;41.0256;-8.625166;-0.1505376;0.7160318
263876672;41.02415;-8.62479;-0.150531;0.7160065
768203712;41;-8.641752;-0.150827;0.715585
768203714;41.00051;-8.642136;-0.1508337;0.715594
441803462;41.00059;-8.641533;-0.1508232;0.7155952
768226310;41.00921;-8.632004;-0.1506569;0.7157457
768226312;41.0097;-8.63203;-0.1506574;0.7157543
768226315;41.01331;-8.639058;-0.15078;0.7158173
768226318;41.01005;-8.631976;-0.1506564;0.7157604
768226325;41.01104;-8.631922;-0.1506554;0.7157776
441803344;41.00219;-8.643121;-0.1508509;0.7156232
768583196;41.01741;-8.623318;-0.1505053;0.7158889
768583202;41.01064;-8.620578;-0.1504575;0.7157706
263908802;41.01657;-8.623175;-0.1505028;0.7158743
768585628;40.98732;-8.614042;-0.1503434;0.7153636
768585630;41.00491;-8.618824;-0.1504268;0.7156707
768585634;40.99777;-8.618456;-0.1504204;0.7155461
768603073;41.01147;-8.629594;-0.1506148;0.7157851
768603075;41.00889;-8.628299;-0.1505922;0.7157401
768603081;41.01179;-8.630754;-0.1506351;0.7157907
768603083;41.01175;-8.629591;-0.1506148;0.71579
768603085;41.01061;-8.629582;-0.1506146;0.7157701
768603087;41.01051;-8.630993;-0.1506393;0.7157685
768603077;41.01002;-8.629539;-0.1506139;0.7157599
768602750;41.01183;-8.6315;-0.1506481;0.7157915
768602754;41.01222;-8.63168;-0.1506512;0.7157983
768602756;41.01089;-8.630785;-0.1506356;0.715775
768602758;41.00889;-8.630956;-0.1506386;0.7157402
768602924;41.01184;-8.630826;-0.1506363;0.7157916
768602926;41.01223;-8.631408;-0.1506465;0.7157984
768602928;41.01181;-8.631653;-0.1506508;0.7157911
768602930;41.01034;-8.631014;-0.1506396;0.7157654
768602932;41.00888;-8.631775;-0.1506529;0.7157399
768602940;41.01192;-8.631729;-0.1506521;0.7157931
768226329;41.00887;-8.631943;-0.1506558;0.7157397
769290291;40.99813;-8.64595;-0.1509003;0.7155524
263908717;40.98605;-8.613154;-0.1503279;0.7153414
263876871;40.98215;-8.612314;-0.1503132;0.7152734
263908710;40.9838;-8.612437;-0.1503154;0.7153023
768602752;41.01084;-8.629558;-0.1506142;0.7157741
441803025;41.00229;-8.639956;-0.1507957;0.7156249
443813128;41.00126;-8.640907;-0.1508123;0.715607
768585460;40.99871;-8.618714;-0.1504249;0.7155624
443803713;40.99286;-8.625781;-0.1505483;0.7154603
441803342;41.00319;-8.643847;-0.1508636;0.7156406
441803337;41.00535;-8.644045;-0.150867;0.7156783
263876670;41.02509;-8.625114;-0.1505366;0.7160229
768565998;41.00538;-8.635046;-0.15071;0.7156789
443800955;41.00664;-8.642345;-0.1508374;0.7157009
441803334;41.00665;-8.644006;-0.1508664;0.715701
443817484;41.00664;-8.643317;-0.1508543;0.7157009
443817424;41.00469;-8.643356;-0.150855;0.7156668
443800956;41.00594;-8.642337;-0.1508372;0.7156887
443800957;41.00534;-8.64235;-0.1508375;0.7156783
768226316;41.00664;-8.643006;-0.1508489;0.7157009
441803007;41.01237;-8.639822;-0.1507933;0.7158008
441803382;41.01222;-8.638486;-0.15077;0.7157983
443813000;41.00307;-8.643764;-0.1508622;0.7156386
768203725;41.00007;-8.639988;-0.1507962;0.7155862
441803027;41.00077;-8.639984;-0.1507962;0.7155985
441803324;41.01299;-8.643715;-0.1508613;0.7158116
441803326;41.01299;-8.643967;-0.1508657;0.7158117
441803327;41.01281;-8.643971;-0.1508658;0.7158085
441803029;40.99947;-8.639996;-0.1507964;0.7155757
441803031;40.99774;-8.64001;-0.1507966;0.7155455
441803558;40.99426;-8.645309;-0.1508891;0.7154849
769290279;40.99443;-8.643514;-0.1508578;0.7154878
769290288;40.99576;-8.643856;-0.1508638;0.715511
769290272;40.99572;-8.644088;-0.1508678;0.7155104
769290281;40.99519;-8.643953;-0.1508655;0.715501
769290299;40.99523;-8.643714;-0.1508613;0.7155017
768203700;40.99842;-8.643091;-0.1508504;0.7155575
768203719;40.99903;-8.643247;-0.1508531;0.715568
769290289;40.99675;-8.642652;-0.1508427;0.7155282
